tb7id,uid,sid,topID,quesID,quesAns
40,109,A1AVB030QDFWCE,1,k1,"There are three types of donation and medical transplants that I read about. The first was blood transfusions, the second was bone grafts, and the third was cornea transplants. Blood donation and transfusions are common and the blood goes through a rigorous testing process to make sure that it is safe. Bone grafts help heal diseased bones. Cornea transplants help restore vision."
41,114,A2698HJZM7SE4C,1,k1,"The first topic was Blood Donations.  The article talked about how blood is donated.  I learned they filter the blood and take what they need from it in most cases (plasma, red blood cells etc.)  I also learned that each adult human can donate 1 pint of blood.  The second topic was Bone Grafts.  I learned that you can get bone tissue from another bone in your own body or from another person.  I also learned there are some complications like the body rejecting the tissue.  The third topic was corneal transplants.  I learned that corneas are fairly easy to procure so you can get a transplant fairly easy."
42,121,A3BHRFFG75X3GO,1,k1,"People need cornea transplants if they have damaged vision or pain. The cornea transplant is called keratoplasty. The cornea has three layer, the endothelium, stroma, and epithelium. Cornea transplants happen more than kidney and liver transplants because the cornea can be transplanted from a dead person. Corneas have no blood vessels. It gets oxygen from tears.

There are two kinds of bone grafts. Autograft is from the the same person. Allograft is a transplant from one person to another. People who have some bone removed from a tumor get a bone graft. Or athletes who have been injured. The bone graft site can be painful.

Blood transfusion is done with a needle and the blood is stored in a plastic bag. After you give blood, your body will make new blood cells within a few weeks. The blood at the facility is kept from clotting."
43,125,A2WYXS94418JXA,1,k1,Bone grafts are transplants of bone tissue.  They are used to repair damaged or diseased cartilage and tissue in certain parts of the body. Allografts are  transplants of bone that come from a dead person.  Blood donations are used for transfusions and blood products.  Sometimes the blood is filtered for specific blood products.  Cornea transplants (keratoplasty) use donor tissue.
44,129,AX0KHOWMMM6Z2,1,k1,"I thought all topics available related to this.  For blood, it can be donated whole or in part by way of a process called apheresis that separates out the part needed for donation (platelet, red blood cells, etc.) and returns the rest.  People who donate regenerate the fluids and red blood sells from 24 hours to a few weeks.  A small needle can damage the red blood cells, so typically large ones take blood. Cornea transplants replace all or part of a cornea.  There are three layers.  There is a good supply of corneas available.  Bone grafts can be taken to repair injury or disease (or help those with cancer).  Clean and disease free bones can be taken from cadavers."
45,131,A2AW0DEZLCZ23N,1,k1,"The cornea transplant is a surgery to replace a cornea, it comes from a donor.  This procedure is called keratoplasty.  The cornea has three layers.  One layer is called epithelium, and the other one is called endothelium and the last one is called stroma.  The surgery can involved the replacement of only one layer.  The cornea comes from die people. "
46,136,A32ZPYIWFEUCDX,1,k1,"Donation and Medical Transplants can be: Corneal, Blood, and Bone.
Bone donations are usually from deceased donors. The bones are frozen so the vital tissue can be stored longer. Bone donation can also be from the bone marrow. 

Corneal transplants can be from one to all three of the corneal layer. The most usual is just one layer. The Cornea does not have any blood vessels so it gets its oxygen from tears. Corneal transplants can restore sight to blind individuals and also reduce pain.

Blood donations can be of whole blood, Red cells, plasma, and platelets. Plasma can be frozen and can last for up to a year. It is used for burn victims and those with liver disease and clotting factor problems.
"
47,137,ACUVVGMLPM2NQ,1,k1,"The articles talked about the different types of blood donations. I read 4 or 5 articles. The first spoke in general about the donation process, and the others started breaking different types of donations down into specifics on how long a draw took, how it could be stored and for how long, and under what circumstances the individual blood components would be beneficial. "
48,140,A3S5QDW6OU35NH,1,k1,"I learned about three different types of donated and medically used transplants, corneal, blood and bone. 

Corneal transplants are required after damage is done to the cornea of the eye, reducing or stopping the ability to focus. Because more people are willing to be donors of corneal tissue it is a fairly common procedure with a waiting list much shorter then for other tissue donations such as lungs or liver. 

Blood transfusions use a larger needle to prevent damaging the red blood cells. 

"
49,143,A8KX1HFH8NE2Q,1,k1,There are three types of donation and medical transplants discussed:  (1) Blood Transfusions; (2) Corneal Transplant; and (3) Bone Grafts.   Individuals donate blood so that it can be used for transfusions.   Corneal transplants are usually available as more people are willing to donate their cornea when they die.  There are two types of bone graft depending on source of bone. 
50,144,A179EXKWCPDVJY,1,k1,"I learned that cornea transplants are needed to help repair damaged eyes. The waiting list for these transplants, unlike liver and kidney transplants, is not as long for the patient since more people are willing to donate their corneas for transplants. The cornea is the dome-shaped covering of the eye. It is comprised of three layers: the epithelium (outer), the stroma (the middle), and the endothelium (the inner). "
51,146,A2TXWYY91LRGJG,1,k1,"It covered three topics including Bone Graft,Blood Donation,A cornea transplant. An allograft is bone or tissue that is transplanted from one person to another. The tissue is often received directly from donors who have died or from a bone tissue bank.Blood donation is a procedure in which a person agrees to have blood drawn so that it can be used for transfusions or separated into components to make blood products. A cornea transplant is a surgical procedure to replace part of your cornea with tissue from a donor.
"
52,147,A3MIIUL4O2DPY7,1,k1,"Blood donation is usually conducted with a large needle to prevent damage to the cells, it is then stored in a plastic bag until it is needed for a surgery. Also available is Alleno which involves withdrawing the blood and separating out a certain aspect of the blood, such as plasma or platelets. Most of the fluids donated in this manner are replenished within twenty four hours of the donation."
53,148,A14NP6X071S7GK,1,k1,I learned that people actually get bone transplants. Basically they cut out the nasty bone and then stick bone in from a dead person or from part of your body where you wont have any weird defect then they pump these cells inside you that help make it bond so it doesnt get rejected. I also learned that your eye has a lot of layers and they use a cookie cutter tool to cut a piece out and put a new piece in.
54,152,A14OUWUVFGIIUM,1,k1,"Bone grafts are transplants of tissues. Surgeons use grafts to repair/rebuild diseased bones tendons and cartilage. Allografts come from deceased and autografts come from within the patient. Allografts are used over 900,000 times a year, are used because they reduce the number of surgical sites. Autografts are used from non essential bones and reduce the risk of infection/rejection. "
55,166,A30F1XBP254OTI,1,k1,"there are three different types of transplant discussed bone grafting, corneal transplant, and blood transplant when one is given bone from your own body it is autographing corneal implants come from deceased eyes and there are different types of blood transplants such as a straight exchange and plasma as well corneal implants can take weeks to years to fully heal"
56,168,A1WXN7JJWET1LI,1,k1,"The cornea is a dome shaped lens over the eye consisting of three layers. The endothelium, stroma and epithelium. All or one or two of the layers can be replaced though either a penetrating cornea transplant, (which replaces all of the layers) or a lamellar cornea transplant (some of the layers). There are usually enough donors as opposed to other organs."
57,172,A3UEM5FKJU9UDW,1,k1,"I learned about the different techniques for taking blood donations, bone grafts, and corneal transplants. I learned about the recovery time, as well as how difficult the procedure is to undergo. Some spoke about how to qualify for these procedures and if there would be some time on a waiting list. I also learned about the benefits of all three different transplants and donations."
58,167,A3J9EHZQ9PERAX,1,k1,"Millions of people need blood transfusions. The blood needed for these transfusions come from blood donors. The blood is taken from a vein in the arm of the donor. The blood is usually stored in a plastic bag. Blood can be transfused as whole blood or in components as needed. The components are red blood cells, plasma or platelets. A pint of blood is usually well tolerated by the donors. "
59,170,A34A7MN2SKHWUC,1,k1,"Blood donation can be done about every 3 months.  It can also be phoresed and only certain components like plasma or platelets donated at a time.
Bone transplants can be used from the patient themselves (autograft)- usually the pelvic bone, or from a donor (allograft).
Cornea donation is fairly common.  One or all three layers can be donated.  Healing is slow."
60,176,A2JSQET9OQ9PDM,1,k1,"Blood donation is a procedure in which a person agrees to have blood drawn from a special machine or needle to be used for transfusions and or other blood products. Blood taken is either whole blood which includes all components of blood, which is then put into a flexible plastic bag. Apheresis uses a special machine to extract only certain elements of blood, like platelets and plasma or red blood cells.

Bone grafts are used by surgeons for transplanting of bone tissue to patients that have had certain cancers or bone diseases as well as accidents and trauma to the skeletal system. There are two kinds of grats allografts which come from donors or other people and autograft which is bone transplanted from the same person onto the affecte area for treatment. 

Cornea transplants involve the rounded part of the eye that consists of endothelium and epithelium. People who need or get these procedures done usually have vision issues or glare and cannot focus or see too well. With these transplants, the patient will be able to focus and see much better."
61,182,A1B4227M08K866,1,k1,"Millions of people need blood transfusions.  There are many different ways to donate blood.  The blood is filled in these bags to store it. This is a great option for people who run into a disease or surgery. Also, plasma constitutes for 55% of blood volume.  Saline is given threw an IV bag.  There are symptoms of donating, like headache and fatigue."
62,188,A1HFML4SFJP7W7,1,k1,"There are many parts to donations and medical transplants.  Blood is donated to people who need it to treat conditions or after surgery.  There are four components removed from blood: red blod cells, platelets, plasma and white blood cells.  Some types of donations only remove one part and return the rest of the blood back to the donor.  Donations can take anywhere from 10 minutes to 2 hours."
63,190,A1HC2VB14J5KIB,1,k1,"bone tissue medical transplantation. cornea transplantation and blood donation. the bone tissue transplant from other is called allograft, own is called autograft. cornea has three layer. epithelium, entothelium and stroma."
64,186,A1REWUVT3N8SN7,1,k1,Bone grafts are often used to replace medical tissue after an accident such as a fall or disease in the bones.  There are two types bone grafts used.  One of them comes from another person and the other comes from the person actually having the surgery.  The tissue then heals itself around the fracture.  People sometimes donate bones to others.
65,195,ABUXM7VAW5SKJ,1,k1,"     A bone graft is the transplant of bone tissue. Surgeons use bone grafts to repair and rebuild diseased bones, tendons and cartilage. Blood donation is a procedure in which a person agrees to have blood drawn so that it can be used for transfusions or separated into components to make blood products. Millions of people need blood transfusions or blood products each year because of surgery or disease. Given the methods of obtaining blood from a donor, there are different types of donation. A cornea transplant is a surgical procedure to replace part of your cornea with tissue from a donor. "
66,194,A1D0PHYBW2QXXF,1,k1,"Blood donations is very necessary to save lives and promote medical research. Lives are saved through transfusions and also through helping people with blood diseases. Sometimes they replaced the liquid lost through donation by replacing the fluid with a saline solution, this helps avoid lightheartedness. Cornea transplants help people see better and there are more corneas donated by dead people than other organs such as kidneys so the wait list is not as long. Bone grafts help people heal too."
67,197,A3W3TEOEEF4Z3X,1,k1,"The three types of medical transplants that were discussed were bone grafts, blood transfusions, and corneal transplants. Bone grafts are used to fix fractures and disease, and may come from the person themself or a donor. Blood donation involves storing and preserving blood or its components and testing it for disease. Corneal transplants help restore vision, and usually come from cadavers.  "
68,199,A20NDRGSZZRQF,1,k1,IT USE TAKE SOME TIME BEFOR THEY ACTUCTALY HAVE THIS DONE.THERE IS BLOOD BANKS PEOPLE MAY DONATE THERE BLOOD  CANT BE NO LESS THEN 120 POUNDS  THERE IS DIFFRENT TYPES BLOOD SOME CANT NOT DONTATE DUE TO HEALTH PROBLEMS.THE BLOOD PEOPLE DONATE GO TO PACTIENTS THAT  ARE REALLY BAD .. TRANSPLANTS DUE HELP SOME TIME TO SAVE PEOPLE LIVES
69,193,A2ARHK50FQ79YC,1,k1,"The three types of transplants - bone graft, blood donation and corneal transplants - involve different protocol and levels of invasiveness. The procedures are done to benefit a variety of patients, from those suffering from blood loss and chronic disease to those with vision loss."
70,203,A17I88FWG7XU6A,1,k1,a bone graft is a transplant of bone tissue. There is also an allograft transplant where bone or tissue is transplanted from one person to another. There is also a cornea transplant where a part of your cornea is replaced from a donor. Blood donation happens when a person gives blood for transfusions or used for other blood situations. Millions of people need blood transfusions. 
71,192,A14CX1IUDSVFLL,1,k1,"Bone Grafting is transplanting of bone tissue surgeons use this grafting process to repair and rebuild diseased bones.Once body receive grafting of bone it provides framework for growth of fresh and living bone.Blood donation person agrees to have blood drawn so that it can used for transfusion and to make component of blood products. The body replaces the lost fluid within 24 hours of a blood donation,however lost blood cells get replenished in several weeks.
Cornea transplants is a surgical procedure also called keratoplasty.  "
72,205,A319HGTKM0UY0V_2,1,k1,"People donate blood which can be used as is or seperated into ""blood products."" These are the plasma, platelettes or leukocytes. Bone graft are used, generally, to replace bone, cartilage and ligaments in the hips, spine, or knees. Corneal implants can be used to repair vision, reduce pain or improve the look of a damage cornea. There are 3 parts of the cornea. They are the epithelium, endothelium and th stroma."
73,206,A23S3TBFRILU5H,1,k1,"There are many different types of donations/medical transplants. This article involved corneal transplants, bone grafts, and blood. Within each area, careful screening is needed prior to any transplant or blood transfusion. Each area has its own criteria. Millions of people need these medical services for various reasons such as accidents, illnesses, injuries, and/or emergencies. With the exceptions of blood donations, many transplants come from the deceased."
74,207,A30QRYULPVYZQV_2,1,k1,"First I looked at blood transfusions.  I learned that either whole blood or blood componants can be donated.  If componets are given, a special machine seperates the blood and removes a specific compnant and returns the remaining blood back to the donor.  If whole blood is given, a healthy adult can give a pint at a time.  It takes about 24 hours for the body to replace the fluids and up to several weeks to replace the red blood cells that are removed.  

Then I looked at bone transplants.  This is called a bone graft.  The donated tissue is used to repair and rebuild damaged bone tissue from either broken bones or illness.  The person receiving the graft is given the framework for the body to rebuild the bones.

Millions of people yearly need blood and bone tissue donations."
75,209,A2EMG4S9LWOIZZ,1,k1,"Organ donation takes healthy organs and tissues from one person for transplantation into another. Most organ and tissue donations occur after the donor has died. But some organs and tissues can be donated while the donor is alive.Despite advances in medicine and technology, and increased awareness of organ donation and transplantation, the gap between supply and demand continues to widen.  "
76,210,A1YBX7P5PY8LL,1,k1,"It is important that people learn about these medical procedures, the effects, and the importance for them to help people in difficult situations.  Tissue, bone, and blood donation can replace injured or diseased that may not be able to be used.  Today, medical technology is so advanced that a person with a debilitating disease or condition can eventually live  a normal life. "
77,211,test,1,k1,f
78,212,test1,1,k1,test summary 
