tb17id,uid,sid,topID,quesID,quesAns
11,25,A2RYN1S6OSO9KX,2,prac_k1,I learned that the fist apes lived on earth over 20 million years ago. 99% of our genes are the same as apes. Chimpanzees are more closely related to humans than they are to gorillas. Wild horses were tamed about 6000 years ago by humans. Cats are native to every continent except Australia and Antarctica. They are meat meat eaters.
12,26,A2O5OJXCUFQ3FV,2,prac_k1,Well prettu much horses ranged the land back in the day. also felines communicate with smells and body language. There are 8 species of feline i believe. Also cats make certain noises to communicate like a lions. Also monkeys are 99 percent like humans but do not share the same vocal cords so they can not talk like humans 
13,27,A14W0AXTJ3R19V,2,prac_k1,"Many large cats hunt and live together in groups, like lions. Cats have long teeth and sharp claws that help them hunt, and they have loose skin that help defend them against predators, by making them tough to grab on to. But usually cats are more solitary. Horses tend to live in deserts and grasslands and they also tend to live in large groups."
14,28,A19C4VNUIIRCPD,2,prac_k1,"Monkeys are separated into four different categories. Chimpanzees have 99% of the same genes as humans. Wild horses were going extinct due to climate change. Tamed horses are a new invention. Cats are categorized into several different categories. Their ears are all a certain shape, so that they can hear well. Their claws are retractable and they are very agile."
15,30,A2E0FOTFTVWZ7T,2,prac_k1,"Horses are almost extinct! They are also related to zebras as equines! Gorillas are born weighing half that of a new born baby, but grow up to be much larger than a human adult. Interestingly, chimpanzees are more closely related to humans than they are to gorillas! Cats ears are shaped very specifically to allow them to hear really well. "
16,31,A1I7XL4VK40KOD,2,prac_k1,"There are different types of apes: chimpanzees, gorillas, bonobos.  The chimpanzee is the closest in relation to the human being, in that it can solve problems, work with their hands, and communicate.  However, they do not have the vocal cords humans have to communicate like we do.  Horses are from over 6,000 years ago and there scientifc names is equid.  Different horse families are: zebras, asses, large horses, ponies etc."
17,37,A3NGG3QTB0WINC,2,prac_k1,"The three animal groups, cats, horses and apes are more diverse than most people think. The cats are evolved, master hunters with adaptations that allow them to listen for and stalk prey. Horses, nearly extinct, evolved into three major types that we have today. Of the great apes, gorillas are the strongest, but chimps are closest genetically to human beings"
18,38,A1N54C8VTUX1CF,2,prac_k1,"There are 38 varies of cats including lions, tigers, jaguars and domestic cats. Their ears are rounded and can rotate to pick up sounds in different directions. Their coats are thick. They reside in all areas except for Australia and Antarctica. 

6000 years ago, horses were tamed by humans. Horses, Zebras and Asses are all the same species. Horses originated in Central Asia."
19,43,A1VZSFHTU51JP0,2,prac_k1,"I learned mainly about cats. I learned that their ears are shaped to enhance their ability to hear, that the fur on their paw helps them to be quiet. They use their tails to express things to other cats. They have retractable claws so that they can run without hurting their nails. And I learned that we domesticated horses ourselves. "
20,41,AKM7BAAH9OPGW,2,prac_k1,"I learned about different kinds of Wild Cats; where they are located in the world, what kinds of foods they eat, when the go out to hunt and how they raise a family. I also learned about other kinds of birds and what they eat, how they are raised, and what areas they are native to. It was a variaty of different animals they talked about. "
21,47,A2MCWAOOZ5OF37,2,prac_k1,"The animals described - cats, wild horses and great apes - are all adapted to their environments for survival. They have a very interesting common history with humanity and have evolved significantly through the ages. They have been around for a very long time and have formed relationships with mankind. The great apes are actually very closely related to the human species."
22,51,A2FSO42T7M8MFY,2,prac_k1,I LEARNED THAT THERE IS A LOT THAT I DID NOT KNOW ABOUT WILD HORSES.  I ALWAYS JUST ASSUMED ALL HORSES WERE NICE AND CALM AND YOU COULD JUST RIDE ANY HORSE YOU CAME ACROSS.  A WILD HORSE WOULD NEVER COME NEAR ME AND DEFINETLY WOULD NOT LET ME RIDE IT.  I LIKED THIS WHOLE EXERCISE AND LEARNED A LOT.
23,54,A3GR2PCJPT0S6U,2,prac_k1,i learned how cats act on different levels. I learned they have two coats and what they are for. I learned they live by themselves unless they are mating. I learned what their teeth were for as well as their claws retract. I also learned that they had hair on their paws so it would be quiet when they were walking
24,57,A6660NMTNCKCH,2,prac_k1,"I learned a lot about cats! I thought I knew everything, but nearly everything I learned was new. Cats have 2 layers of fur, a short layer and a long coarse layer. They have hair on their paws to silence their walking and can retract their claws. Horses were very close to extinction 6000 years ago! Zebras and donkeys are a breed of horse."
25,55,A26RO8GGTQAXGG,2,prac_k1,"Cats are Felidae. Their tails help them balance. Apes are our closest relatives to human beings and come in 4 types, gorillas, chimps bonobos and one more I can not remember. Wild horses used to range in africa asia and one more region, but climate change has eliminated their biome in all these areas. Zebras, horses and asses are equids. "
26,56,A3NC6Y4IZQDKMF,2,prac_k1,"These articles were about cats, wild horses, and apes.  They provided all kinds of facts about each type of animal group.  For example, Gorillas are the largest of the apes.  A chimpanzee grows to be about the size of a 12-year-old human.  It was mostly generalized information.  I think that it was pretty adolescent material that was presented."
27,60,A22TE376N0MEH,2,prac_k1,"Cats are native to every continent except Australia and Antarctica. There are over 38 different species of cat but they all come from the same family: felindae. Horses used to roam all over the earth but almost became extinct. Humans tamed them over 6000 years ago. the main class is called equid. Apes have four different types: bonobos, chimpanzees, gorillas, and orangutans. Chimps share over 99% of their dna with humans and are more closely related to us than gorillas."
28,62,A1OZPLHNIU1519,2,prac_k1,Great apes are related to humans. They have opposable thumbs and toes.  Wild horses are endangered due to global warming.  They are indigenous to the great steppes.  Cats have retractable claws. They also have ears that can move in any direction.  Chimpanzees are closer genetically to humans than they are to gorillas. They have a 99% relation to human genetic structure.
29,64,A2AOBW5F65D5D,2,prac_k1,"Horses, Apes and Cats belong to different groups of which there are many species across the globe. While horses were once domesticated, cats tend to keep to themselves and apes are the closest relatives of humans. Although global warming and other factors have contributed to a reduction in number of many of the different species of these animals, there are still many that exist across the globe."
30,68,A2QVJHKCKODQO6,2,prac_k1,"Big cats live on all but two continents, Australia and Antarctica.  There are 38 species of cats in the world.  Their rounds ears help them to pick up sounds.  They also signal feelings with their ears and also their tails.  All cats are meat eaters.  Domestic cats are related to the big cats.  They both belong to the Felidae family.  "
31,67,A2H74STYH3PLT1,2,prac_k1,"Wild horses come in three types, horses, zebras and asses. Horses on the plains of asia, zebras in africa, and asses in the dessert. big cats have retractable claws, loose skin and two layers of fun, soft outer fur and a coarser inner fur or guard fur for protection. big apes are the closest genetically to humans. there are 4 types, chimps, bonobos, aurangatanes, and gorrillas. chimps, bonobos and gorillas live in large groups while the aurangatang is solitary or the female lives with her children "
32,71,A8MBISMEGYCA4,2,prac_k1,"There are 38 different species of cats. Cats are on all continents beside Antarctica and one other. 
Gorillas have 99 genes that are like humans. The bonbons are the smallest of the four greats, measuring about the size of a 12 year old. The chimpanzees are the largest. They have been around for a very long time.
Horses have been tamed for the past 6000 years which means they vary in size because of breeding.  "
33,74,A18WPTVQPM9LBH,2,prac_k1,"Cats are from the species Felida.  They have rounded ears so they can angle them to hear better.  They are 4 main groups of primates: gorillas, chimpanzees, bonobos and orangatangs.  The gorilla baby is smaller than the human baby when it is born, but grows to 440 pounds.  Chimps are the closest to humans.  Wild horses used to roam over 3 continents, but climate change has made them almost extinct.  "
34,76,A1G78HGS5KTDK9,2,prac_k1,"Wild horses once lived all over the world but became extinct due to climate change. Horses were domesticated and breeding led to the many kinds of horses we know today. Asses lived in hot deserts, zebras on Afracan Savannahs, and horses on the steppes of Asia. They all are equids of the same family, however. Cats also share common traits with each other."
35,80,A36DDHDQ56N60C,2,prac_k1,"I learned that animals that are now widespread were once only native to a few areas and not found in other parts of the world. Also, humans have been able to domesticate many animals that were once wild, and we are responsible for the great deal of genetic diversity present today in certain animals. If not for us, some animals would be extinct."
36,81,A66GVEZ7BBLH,2,prac_k1,"Horses are wild animals long time ago, around 6000 year. Due to climate change, the horses are almost extinct. People tamed them and they changed and evolved as they look now. They have different breeds and characteristics. They are from different area from all around the world, like Africa and Asia. The horses and Zebra are originally from the same category.  "
37,82,A1LR1VZBKTV4Y1,2,prac_k1,"Horses are equids, big cats are felidae. 6000 years ago we domesticated horses. Wild horses live in asia, zebras in africa, wild asses in harsh dry deserts. There are four species of great apes, bonobos, chimps, gorillas ans humans. we share 99 percent of our genes with chimps. There are tigers, leopards lions in the family felidae.Chimps are more closely related to us than to gorillas."
38,78,A14HW0XMI4R2ON,2,prac_k1,"The first thing I learned is that big cats are prevelant on all continents but Austrailia and Antarctica, also there are 38 species of cats. This was new to me. I learned that Great Apes have been on the planet dating back 20 million years and that they share 99% of their DNA with humans. Wild Horses have been recorded as far back as 600million years. They have evolved into 3 separate categories of the species equids, they are the ass, the zebra and the modern day horse."
39,86,A1U6A617Q95MTZ,2,prac_k1,"I learned that there are 38 species of cats. I learned that cats have guard hairs that help them stay warm and help them feel. I learned that wild horse numbers have fallen in response to climate change. I learned that cats are native to all continents except Australia and Antarctica. I learned that Asses, equid, are naive to deserts"
40,87,A167SYXGXFU7C8,2,prac_k1,"I learned about wild horses, apes and wild cats. Cats communicate with other cats by scent, ear position and tail movement.They also purr, hiss, and other vocalizations. Apes are intelligent and have common DNA with humans. Monkeys share 99% of their DNA with use. Wild horses are close to extinct. Mules, horses, asses and zebras are in the group."
41,88,A3GWGTLQNHVQ2M,2,prac_k1,"The article covered three main animals groups. It talked about cats, horses and apes.  I read mostly on cats.  they are found everywhere except austrtalia and antartica (their orgiins). and are in all sizes. They have two layers of fur - a soft undercoat and a long courser second coat.  Many are domesticated. I also read about apes a bit, as well as horses. "
42,89,A2BNWPI0NDI7K7,2,prac_k1,"Cats are found almost everywhere natively besides antarctica and australia. Chimpanzees contain 99% human dna, and they are genetically closer to humans than they are to gorillas. Many big cats living together is uncommon due to the difficulty hunting enough prey, except in the case of lions. Gorillas are born smaller than humans, but grow to be about 450 pounds. "
43,90,A35383F78OFV4B,2,prac_k1,"Cats have rounded ears to pick up sounds. Cats have 2 different types of hair, one is longer and one is shorter. The hair protects big cats from getting too hot or too cold during the winter or summer. There are different types of monkeys, bonobos, gorillas, orangutans, and I think there were apes. One of them can get up to 400lbs."
44,91,A1VJAEPNA6YARO,2,prac_k1,"Cats are native to almost every continent.  There are 38 different types and they are all related. They have two layers of fur, and loose skin to help them escape from predators.  Horses used to be wild on every continent but nearly became extinct because of climate change, but human breeding has brought them back.  Apes are our closest relatives and are highly intelligent."
45,94,A98XHW6B1VSSQ,2,prac_k1,I learned a lot of new information about both small cats and big cats. Lions roar after eating and when the sun is going down. Hairs and whiskers on small cats help cats feel. There are glands that are used for lions to show their territories through scents. It was interesting to see how much big and small cats have in common.  
46,93,A1O67YS3DU0ZHX,2,prac_k1,"Cats are animals belonging to the cat family known as felidae. They are found naturally on every continent except Australia and Antarctica. Their bodies are made for swimming, climbing, hunting - everything they need to do to survive. Wild horses once roamed the whole world, but nearly became extinct until people started breeding them and using them for their services. Now they can be found anywhere."
47,96,A34QZDSTKZ3JO9,2,prac_k1,"Apes have been around for a long time.  They are closely related to humans and share 99 percent of genetics with humans.  Chimpanzees are the smallest of the ape family.  There are several types of large cats, but all belong to the same family.  All large cats have certain body features that allow them to hunt prey and escape predators.  "
48,99,A224B7BAQ0MZSN,2,prac_k1,"Big cats are predators and meat eaters.  They have sharp claws and teeth, loose skin, fine fur, and acute hearing.  Wild horses are equids that were almost wiped out by climate change.  They live in different habitats.  Apes are chimpanzees, bonobos, orangutans, and gorillas, genetically close to humans.  They are intelligent, have adaptable hands and feet, and live in groups."
49,98,A3UOH4UMWWV216,2,prac_k1,it was interesting
50,102,A2C39KTRMOM1XZ,2,prac_k1,"big cats live in central africa, Chimpanzees are closely related to humans. wild horses are almost extinct.Gorillas can weigh up to six hundred pounds horses have been domesticated they are several diffrent types of big cats chimpanzees can use tools big cats can be lethal with sharp teeth and sharp claws. chimpanzees share the same genes with humans."
51,106,ATADQXPHL10Y8,2,prac_k1,"I learned about different types of apes, cats, and horses. Discussed in the articles were the habitats they lived in, where they evolved from, possible extinction, and the domains in which they prey. Each major sect of animal that was discussed in the articles delved on the history and future of each animal and the continents they can be found on."
52,104,AR4DJB62YRYF3,2,prac_k1,"Apes have been around for roughly 20 million years and have four main groups. Chimps, Gorillas, Bonobbos, and Orangutans are the main groups. Chimps are the closests related to humans and use tools like us.  Gorillas can end up weighing up to almost five hundred pounds while chimps weigh the lightest. All four types of apes have thumb like appendages that they use to climb trees."
53,107,A1U4BGCXUPH8Z2,2,prac_k1,"Cats do not come from Australia or Antarctica. However, they do come from every other continent. There are 38 species of cats and they are meat eaters.  Species include tigers, lions, jaguars, and leopards. They can be many different sizes, for example the Siberian tiger is a whole lot bigger than a regular domestic cat that may be a pet."
54,109,A1AVB030QDFWCE,2,prac_k1,"There were three main types of animals that I studied. They were wild horses, great apes, and wild cats. Wild horses are almost extinct because of climate change. There are four types of great apes; gorillas are the largest. Wild cats are fierce predators with rounded ears. These three animal groups are definitely dangerous when you try to ride on their backs."
55,108,A2L9O81ACCOLMX,2,prac_k1,"Cats have loose fur to keep predators from grabbing them. They have sharp, retractable claws. Cats use their ear for sound, so they can hear prey. The have fur on the bottom of their feet so they can move quietly. They use their tail to let you know what kind of mood they are in. Cats make good pets. "
56,110,A2Q1JUSJ9THUDZ,2,prac_k1,"The only places in the world that cats are not native to are Australia and Antarctica.  Cats fur serves two functions, warmth and protection.  Their coats can be used as camouflage as well.  They are insulated from both the warm and the cold with their double coats.  Their lose skin is that way in order to prevent attacking animals from grabbing their skin."
57,111,AD4ALUT6LXXBU,2,prac_k1,"All cats are members of the Felidae family and range in size from the small house cat to the largest, the Siberian tiger. All cats have rounded ears to help them pick up sound. With the exception of lions, cats are solitary and have a territory where they live and hunt. They all have retractable claws, which protects the claws while running."
58,116,AK0Y6OITL7VGX,2,prac_k1,"There are thirty eight species of very big cats, including animals like the cheetahs, panthers and lions. They are carnivorous. There are many types of horse, like the asses, zebras, donkeys and wild horses. There are many types of apes, like monkeys, chimps and others. There were other species as well however, I can not remember all of them now. "
59,120,A4ZW4GNQ98HV6,2,prac_k1,In the big cat topic i learned about the different large cats that exist and existed in the world.  In the wild horses section i read about how wild horses went extinct due to climate change as well as where they originated from.  I also learned a bit about zebras.  In the ape section I read about the 4 main types of apes and how they related to humans. 
60,121,A3BHRFFG75X3GO,2,prac_k1,"i only read about cats. cats live alone and they hunt alone and only come together when they are mating. the exception is lions which live in groups. the family of cats is called felidae. they communicate by scent from their urine and glands. their claws retract to protect them when they are running. they have two coats of fur, the undercoat and the guard coat."
61,124,A24L9F9PD7ADP7,2,prac_k1,Cats have two layers of fur. Use scents and body movement to communicate with other cats. Are excellent hunters. There skin is loose to make it hard for predators to grab on. They are native all over the world except Australia and Antarctica. They very greatly in species and size. They have retractable claws. Tails are used for balance. End.
62,125,A2WYXS94418JXA,2,prac_k1,Cats belong to a group called Felidae.  There are 38 species of cats.  Cats have two layers of skin to help protect them from the weather.  Cats colors also camoflague them in their environment.  Wild horses were almost extinct until people stated taming them.  They belong to a group called equids.  Apes are the most common animal related to humans.
63,129,AX0KHOWMMM6Z2,2,prac_k1,"Cats are native to every continent except Antarctica and Australia. I think they are called Felidea.  Wild Horses are called something like Equinad.  They almost became extinct, but were domesticated by humans about 4,000 years ago.  Asses live in the desert.  Chimpanzees are genetically more similar to humans than they are to Gorillas.  Although a newborn gorilla ways about half as much as a human infant, they can go grow to about 440 pounds!"
64,131,A2AW0DEZLCZ23N,2,prac_k1,"Cats have a long tails, large ears and sharp claws, their tails send their feelings to other cats.  Tiger, lion and leopard are kind of cats.  There are cats in all continents except Australia and Antarctica.  The cats has two layers of coat, it protects its sking and keeps it warm.  They have fur in its paws and pads so they walk silently."
65,136,A32ZPYIWFEUCDX,2,prac_k1,"This study considered three different animal groups. Firstly, Apes, followed by Horses, and then Cats. Many different points were given for each animal group. For example Cats have retractable claws, two different types of fur, and are highly skilled carnivores. Horses were almost extinct at one point in history but were saved because humans began to tame them. Horse family members include: zebras, asses, and horses."
66,138,A3VPD34C23PQTQ,2,prac_k1,"Big cats have large paws and the have fur that covers most of their body. They also live in both the jungle and in parrot lands. They are consider mammals and give birth to live birth. There are a lot of different variations of big cats, they can range from small cute one s to large cats the end s"
67,140,A3S5QDW6OU35NH,2,prac_k1,"I learned that all horses belong to the equid family, and that domestication of horses occurred around 600 years ago. 

Cats are found on all continents of the world excepting Antartica and Australia, have rounded ears to increase their hearing capabilities and fur on the pads of their paws to help keep them quiet. 

I learned that ape babies weigh half as much as humans at birth, but twice as much as adult. "
68,143,A8KX1HFH8NE2Q,2,prac_k1,"I learned about Big Cats, Apes, and Horses and that there are a variety of species within each family.  I learned that horses once ruled the world but almost became extinct due to climate change.  I learned that there are four types of apes.  I also learned that cats have evolved into rounded ears in order to hear their prey.  "
69,144,A179EXKWCPDVJY,2,prac_k1,"There are cats on every continent except Australia and Antarctica. Cats come in different sizes such as house cats, leopards, tigers, and lions. Cats make different sounds such as roaring. They have an inner fur and outer fur that protects them from the cold. They have very loose skin which makes it difficult for predators to attack them wherever they are."
70,146,A2TXWYY91LRGJG,2,prac_k1,"The topic covered three topics ,wild horses, apes and cats. 
It described various characteristic of cat, apes and Horses. 
Chimpanzees,Gorillas, baboons and one more species were described in the article. 99 % of human characteristics is of chimpanzee ,Chimpanzees are very intelligent and can use tools, performs functions, communicate but their vocal cord can not produce fine voice. Horses were tames by humans since 6000 years ago. "
71,147,A3MIIUL4O2DPY7,2,prac_k1,"I learned that Wild horses almost went extinct due to climate change around 6000 years ago. All horses come from the same family of epids.

I learned that humans and chimpanzees are closer related than chimpanzees and gorillas. They can use tools and learn languages, however their vocal cords can not form the sounds necessary to properly communicate out loud."
72,148,A14NP6X071S7GK,2,prac_k1,I learned most big cats only come together to mate except for lions. They live in groups and males have a larger area then females. I learned chimps are closer to humans then gorillas. I learned that horses were almost extinct and people saved them by taming and breeding them about six thousand years ago. I also learned zebras are part of the same family as horses.
73,149,AMQ2SGE3VBIYA,2,prac_k1,"Big cats are predators, with specific adaptations to their lifestyle, such as long tails for balance while running after prey. The great apes appeared roughly 20 millions years ago, the most closely related to humans being chimpanzees, which are closer to humans genetically than they are to gorillas. Horses comprise four groups, domestic, wild, zebras, and asses. They were once found throughout the world, but declined due to climactic changes some 6,000 years ago."
74,150,A7HXADQPKOTMN,2,prac_k1,"I learned that chimpanzees have more DNA in common with humans than they do with gorillas and that bonobos are not the same as other great apes. I also learned that wild horses almost became extinct a long time ago but then made a comeback when they were domesticated by humans. As far as big cats go, there are a lot more different kinds of cats than I ever realized!"
75,152,A14OUWUVFGIIUM,2,prac_k1,Cats are all derived from the Felidae family. They are only not native to Antarctica and Australia. They range from small house cats to the huge siberian tiger in size. They have retractable claws and padded feet to make them quick and silent to pick off prey. They have strong sharp teeth and well rounded ears to help them hear prey better.
76,156,AODCAY9I2MBXV,2,prac_k1,"I learned about the very basics of three animal groups: big cats, wild horses, and the great apes. The articles discussed simple aspects of the groups with the horse articles repeating much of the same information with the two other topics containing new information in each article. The information contained was about classification, behavior, lifestyle, and habitat. It was like zoology 101."
77,155,A299CU7U9QX3E7,2,prac_k1,"PRIMATES COME IN 4 GROUPS, WITH CHIMPANZEES BEING CONSIDERED THE MOST INTELLIGENT AND THE CLOSEST RELATION TO MAN, SHARING 995 OF ITS GENES WITH HUMANS. AMONG THE GREAT APES, THE GORILLA IS LARGEST, THOUGH ITS BABY IS BORN AT HALF THE SIZE OF A HUMAN, IT IS OVER 400 POUNDS WHEN FULLY GROWN.ASFLOR CATS, THERE ARE OVER 50 TYPES"
78,153,AVVXFDH5UUYLT,2,prac_k1,"I learned about how apes are arranged as communities, how they use their skills to survive, more specifically making tools.  I learned about the size differences of these animals.  I also learned about big cats, their habitats and their social interactions.  I also learned about wild horses, their habitats and their breeding habits.  I also learned how their population was affected. "
79,157,A30E7T1AHY9C59,2,prac_k1,nn
80,154,A3EHRIAXAZRUOU,2,prac_k1,"Cats use their tails for balance and signaling.  They have 2 coats of fur, a shorter under fur and longer outer fur.  They use their rounded ears for communicating.  Their claws retract when running so that they are quiet.  They are excellent swimmers, climbers, and runners.  They leave their scent on anything they rub against.  Their skin is loose so that it is difficult for to get a good grip on them."
81,161,A34A7MN2SKHWUC,2,prac_k1,"Horses were almost extinct about 6000 years ago.  They were domesticated by humans. Numbers went up.  There are three categories.
Cats have retractable claws.  Some have hair on paws to aide in stealth.  Their ears are round to aide in hearing.
There are 4 divisions of Apes.  Chimpanzees are closest to humans.  Hands and feet are similar because they climb."
82,165,A3GIXWJIKMNUCV,2,prac_k1,"Wild horses are from the family called equids.  There are many different kinds of wild horses, some of which have been tamed by man over the years.  Another type of animal are cats.  They come in many different sizes from house cats to tigers, which are larger than human.  Apes are the animal that resembles man the closest.  Gorillas are the largest type of apes."
83,166,A30F1XBP254OTI,2,prac_k1,Cats are not indigenous to australia or antartica lions roar after meals and there are 38 species of cats horses belong to 3 groups and wild horses are almost extinct due to climate change
84,168,A1WXN7JJWET1LI,2,prac_k1,"Big cats are often solitary and live alone due to the lack of availability of food in a particular area. Big cats are native to every continent except Australia and Antarctica. Cats have two layers of fur, a soft inner coat and a longer outside coat called guard hairs. Cats communicate with sounds, smells and body language. Cats are all from the same family."
85,167,A3J9EHZQ9PERAX,2,prac_k1,"I learned mostly about cats. Cats have retractable claws. They have an undercoat of fur and an outer coat of fur. There are many different kinds of cats, from the domestic cat to the Lion. Their tales are used to help balance them. Their tails also signal when they are excited or agitated. All cats of rounded ears. 
Wild horses are most extinct now, due to climate change. "
86,170,A34A7MN2SKHWUC,2,prac_k1,"Wild horses are almost extinct.  Man has domesticated them and developed many varieties.
Cats have retractable claws. They have fur on their feet to aide in stealth.  Their ears are round and movable to aide in hearing.
There are 4 types of great apes.  Gorillas are the largest.  Their feet are much like hands for climbing.  They have opposable thumbs."
87,172,A3UEM5FKJU9UDW,2,prac_k1,"-gorilas have opposable thumbs.
-male gorillas are twice as large as female
-asses lived in deserts
-domestic, wild, asses, and zebras all belong to the same animal group.
-cats have two layers of fur.
-a cats ears are rounded.
-cats have sharps claws
-a cats tail helps determine the mood.
-horses were domesticated 6000 years ago.
-horses come in different shapes and sizes because of breeding.
-gorilas climb trees to gather fruit."
88,173,A3N30TU7ZTLNB9,2,prac_k1,"wild horses are becoming extinct and are not very common because humans own them. Wild horses are cousins of asses and zebras. zebras live in south africa. there are four different kinds of apes: chimpanzees, orengatangs, gorillas, and monkeys. chimpanzees are the closest related to humans. they are super intelligent but dont have the right vocal cords. male apes are twice the size of females"
89,176,A2JSQET9OQ9PDM,2,prac_k1,"Well I learned a variety of things. For instance, the great apes especially the chimpanzee is closest to us in terms of genetics then the rest of the animal kingdom. Also, wild horses have been almost extinct 6,000 years ago and have 3 main types of equids. Lastly, the felide or cat faimly range in size from domestic cats to large siberian tiger size and have retractable claws to help them run and communicate with other cats with their tails."
90,178,AEFJQOJ2TI62P,2,prac_k1,"Horses are part of a group of animals called equids. They were domesticated by humans over 6000 years ago. They roam nearly e every continent. Cats range in size from small housecats to large, majestic big cats like lions and tigers. Chimpanzees are closely related to humans, and we share much of the same DNA. However, they  do communicate differently."
91,177,ABUXM7VAW5SKJ,2,prac_k1,"         Cats are all from the same animal family. There are 28 different species of cats such as lions, cheetahs, leopards, etc. Cats have retractable claws which allow them to pull in their claws when necessary. 

         Apes are humans closest relative among animals. Chimpanzees, gorillas, orangutans, and more are all in the ape family. Apes have the ability to walk upright when needed, though they walk on all fours most often."
92,179,A1E5OJK3FPV44C,2,prac_k1,"The animals described in each of the three articles were cats, horses, and apes. Each article gave information on different types and species of these animals, as well as different areas and regions that these animals live in across the world. It also listed the animals main characteristics including features of their bodies, as well as thing they can do. "
93,182,A1B4227M08K866,2,prac_k1,"I learned about chimpanzees.  I learned they are actually the closest living animals to humans, even more close to us than gorillas are.  I also learned there are tons of different species of cats.  I assumed wild cats and domestic cats were the only real species.  I also learned that wild horses are almost extinct. These are all things I did not know before.  You think I would know this!"
94,184,A3RQQYXMERGXNT,2,prac_k1,"Cats, horses, and apes were discussed. Where each classification of animal is located on earth was covered as well as a little bit of the history of the animal in question. Horses were almost extinct before before being domesticated by man about 6000 years ago. Apes have hands similar to a humans but their feet are different since on an ape, they are used for purposes other than walking upright."
95,186,A1REWUVT3N8SN7,2,prac_k1,I learned a lot of information about cats.  Cats come in all sizes.  They have two coats of fun and different colors as well as a tail.  The tail tells you what mood that cat is in like friendly tail or an angry tail.  Males have a much bigger territory than female cats do.  Cats also are good hunt animals.
96,187,A2LKGMMTO4DC4Z,2,prac_k1,I learned that cats used body language and sounds for communication. They have scent glands in their paws. I learned that male apes are larger than females in order to protect the females and babies. I learned that apes are capable of making the same sounds as humans. I learned that there are few wild horses in existence due to global warming.
97,190,A1HC2VB14J5KIB,2,prac_k1,"the cat is not in Austria and Antarctica. the size of the cat varies from small to wild. leopard, lion, cheetah are the family of cat. the horse sizes can very of breeding. zebra, are horse family. ape has 60000 year traditional. chimpanzee, gorilla and ape are from the same family."
