tb18id,uid,sid,topID,quesID,quesAns
66,147,A3MIIUL4O2DPY7,2,prac_k2,Most animals have families that make them closely related.
67,148,A14NP6X071S7GK,2,prac_k2,An idea I had was that cats are like lions and other cats arent really similar.
68,149,AMQ2SGE3VBIYA,2,prac_k2,"Male gorillas are often twice the size of females, weighing upwards of 400 pounds. The decline of horses was arrested by their domestication by humans. Chimpanzees are more closely related to humans than they are other great apes. Cats have retractable claws."
69,152,A14OUWUVFGIIUM,2,prac_k2,"Wild Horses range from Asia to Africa, they almost became extinct 6000 years ago before they were tamed by humans. Asses live in the dry desert, Zebras in Africa and then horses of different sizes roam in the platte. "
70,153,AVVXFDH5UUYLT,2,prac_k2,"Apes use tools to survive.
The population of wild horses has decreased.
Big cats have agile bodies for hunting.

"
71,157,A30E7T1AHY9C59,2,prac_k2,i
72,166,A30F1XBP254OTI,2,prac_k2,animals comein all shapes and sizes some have been altered by human interaction and although they all share common characteristics they can all be very different too
73,165,A3GIXWJIKMNUCV,2,prac_k2,Wild horses are in the equid family. Wild horses are becoming more and more rare.  Man has tamed wild horses.  Big cats are found all on almost every continent except Australia and Antarctica.  They have sharp claws and teeth.  Their claws are retractable.  Great apes come in 4 different categories.  Gorillas being the largest.  Apes are the closest match to humans.  They can learn how to do lots of things.  Their vocal cords are not capable of speech like humans.
74,168,A1WXN7JJWET1LI,2,prac_k2,Great apes are categorized into four different families. Chimpanzees are more closely related to humans that they are gorillas. Chimpanzees can live in communities of around 100. Bonobos also live in similar sized groups.
75,167,A3J9EHZQ9PERAX,2,prac_k2,"Big cats tails are used for balance. They have both an undercoat and an outer coat of fur, to keep them warm. Their skin is loose, so predators cannot grab hold of them so easily. 
Wild Horses are most extinct now. "
76,172,A3UEM5FKJU9UDW,2,prac_k2,kjfaksdjfka
77,170,A34A7MN2SKHWUC,2,prac_k2,"Wild horses include Zebras, Asses, 
Great Apes are social animals.  Some types are lead by males, others by females.  Gorilla babies are half the size of human babies.  ADult Gorilla males are as large as 400 pounds.  The females are half that size.  Chimps are capable of speech except they cannot make all the sounds.
Cats use their tails and scent for communication.  They also use their hair for sensation.  Their ears can rotate to pick up sound."
78,173,A3N30TU7ZTLNB9,2,prac_k2,Wild horses are related to zebras and asses. Wild horses live in asia. Zebras live in south africa. there are four different kinds of apes. male gorillas are twice the siz of female gorillas. male apes are too big to live on tree tops but often climb them for fruit. chimpaneez are the most like humans. they are extremely intelligent and can also solve problems but dont have the right vocal cords. 
79,176,A2JSQET9OQ9PDM,2,prac_k2,"That was kind of done in the last summary I wrote. Lets see, Big cats can camouflage themselves rather well from their prey and are very adaptable and found in all continents except Australia and Antarctica. The largest of the 4 main groups of apes is the gorilla and the male can weigh or be almost twice the size of their females counterparts. They are excellent climbers for the most part (all apes) and groom and help each other in many ways. Wild horses have different sizes and have been bred over many generations."
80,178,AEFJQOJ2TI62P,2,prac_k2,"Big cats range in size greatly. They use their tail for balance and can swivel their ears around.
Horses are part of a group called equids, and many are gone due to climate change. They were domesticated about 6000 years ago by humans. Great apes include chimps and gorillas. Humans share 99 percent of DNA with chimpanzees. We both communicate vocally, but have different shaped vocal chords. We share an ancestor from 20 million years ago."
81,177,ABUXM7VAW5SKJ,2,prac_k2,Wild horses are all in the equid animal family. They are a very interesting animal group because different species live in a wide variety of environments.
82,182,A1B4227M08K866,2,prac_k2,Big cats have many different species.  They have an increased ability of senses. Wild horses are almost extinct.  They were domesticated originally hundreds of years ago.  They have been used for many reasons.  Wild horses barely roam to date.  Great apes are farther away from being similar to humans than chimpanzees.  Chimpanzees are actually the closest animal having the same gene structure as us.
83,184,A3RQQYXMERGXNT,2,prac_k2, learned that far too much is required in this survey for me to stay ip and do. It is too abd i cannot leave it until tomorrow and take it up then.
84,188,A1HFML4SFJP7W7,2,prac_k2,Horses were almost extinct due to climate change.
85,187,A2LKGMMTO4DC4Z,2,prac_k2,"big cats- body language sweat glands in paws

wild horse zebras

great apes human speech "
86,186,A1REWUVT3N8SN7,2,prac_k2,There are many big cats such as lions and tigers.  They have 2 coats of fur to keep them warm in the cold weather.  They have many different colors to help then hide when they hunt other animals.  The tails tell you what mood the cat is in.
87,190,A1HC2VB14J5KIB,2,prac_k2,"big cats are in forest. they are very wild. cheetah, leopard are the family of big cat. wild horse are vary because of breeding. chimpanzee, gorilla are the family of ape."
88,195,ABUXM7VAW5SKJ,2,prac_k2," Cats are very specialized meat-eaters. These awesome hunters have fine fur, sharp claws, lethal teeth, acute senses and powerful agile bodies which make them experts at running, climbing, swimming and jumping."
89,194,A1D0PHYBW2QXXF,2,prac_k2,Animals are good. Humans are bad. I love wild horses. Eating meat is very bad.
90,197,A3W3TEOEEF4Z3X,2,prac_k2,"Horses are native to central. They almost went extinct due to climate changed, but were domesticated 6000 years ago. They are related to zebras and asses.
Chimpanzees are very intelligent and are more closely related to humans than they are to gorillas. Gorilla babies only weight half as much as human babies at birth, but adults can weigh up to 440 lbs. Chimps weigh about the same as a 12 year old human when they are adults.
Cats are native to every continent except Australia and Antarctica.   "
91,191,A1RQUDG08EIML7,2,prac_k2,"I learned about their families, their locations and their eating habits"
92,199,A20NDRGSZZRQF,2,prac_k2,BIG CATS SO  MANY  DIFFRENT KINDS.THEY HAVE 2 LAYER OF COATS 
93,193,A2ARHK50FQ79YC,2,prac_k2,"-Big cats are present on every continent but Australia and Antarctica
-Cats use their tails for balance
-Horses were first domesticated by humans about 6,000 year ago
-Climate change led to the distinction of many wild horses
-Gorillas are the largest of the four great apes; bonobos and chimpanzees are the smallest
-Male gorillas may weight twice as much as females"
94,193,A2ARHK50FQ79YC,2,prac_k2,"-Big cats are present on every continent but Australia and Antarctica
-Cats use their tails for balance
-Horses were first domesticated by humans about 6,000 year ago
-Climate change led to the distinction of many wild horses
-Gorillas are the largest of the four great apes; bonobos and chimpanzees are the smallest
-Male gorillas may weight twice as much as females"
95,202,A3LRSX7ECYPSF4,2,prac_k2,"Big cats communicate through scent, tail twitching, roaring, and moving their ears to signal excitement or agitation. Wild horses, asses, and zebras all along to the group of animals called equids. Wild horses were once numerous on the plains of central Asia, but their numbers have been greatly reduced. About 6000 years ago, wild horses were tamed by humans. "
96,192,A14CX1IUDSVFLL,2,prac_k2,"Big cats use to communicate with one another by signal such as smell,scratches and sounds.Big cats use their ear to signal and tail to signal their mood situation whether they excited or agitated. Big cats try remain alone however they come along only when they try to mate.
Wild horse were not able to adapt to climate change so there number keep reducing.Wild horses lived o the open steppes of central Asia zebras on the grasslands of Southern Africa and asses in desert lands"
97,203,A17I88FWG7XU6A,2,prac_k2,"Big cats have round ears that helps them hear. Wild horses were domesticated 6,000 years ago and great apes are a most nearest cousin. The big cats belong to the Felidae family and are found on every continent except antartica and australia. Big cats have fine sharp claws that retract when they are running and their are 38 different species of big cats. "
98,205,A319HGTKM0UY0V_2,2,prac_k2,"3 types of horses are zebras, asses and horses. 4 types of great ape are human, bonobos, chipanzee and gorilla. Big cats are from species felidae. On every continent other than Australia and antarctica. 99% of DNA is shared between great apes. "
99,206,A23S3TBFRILU5H,2,prac_k2,"There are many different types of cats and it is in their nature to eat meat. The wild horse almost became extinct and humans started taming them over 6,000 years ago. We share a high percentage of similar DNA with our closest relative also known as the chimpanzee."
100,207,A30QRYULPVYZQV_2,2,prac_k2,"Big cats coats camoufluge them, protect them from heat/cold and help in their movements.

There are 38 different species of big cats and they are locatd on all but 2 contenents.

Their tail is used for balance and communication.  Their retractable claws and hair on their feet help them move quietly."
101,209,A2EMG4S9LWOIZZ,2,prac_k2,"There Are More Tigers in Captivity Than There Are in the Wild
Big cats have similar breeding and mating practices in most cases. In general, these cats are mostly solitary, with adult females only living with other members of their species when with their young."
102,210,A1YBX7P5PY8LL,2,prac_k2,Cats have similar characteristics; come from Asia and Antartica.  Wild Horses have been domesticated.  Great Apes are very similar to humans.
103,211,test,2,prac_k2,d
104,212,test1,2,prac_k2,cats
105,214,test3,2,prac_k2,"Now, please tell us about what you have learned today about Practice: Animals . 
You can either make a list of facts or write a paragraph, but try to be as specific as you can and tell us as much as you can aboutBig Cats, Wild Horse, Great Apes. "
106,215,test4,2,prac_k2,good
107,216,AOQ5KGJJBHHMU,2,prac_k2,"Big Cats
- under the branch Felidae, 38 species
- found on all continents except Australia and Antarctica
- meat eaters with sharp teeth and claws
- fur helps to regulate temperature- undercoat + overcoat (also known as guard hair)
- have acute senses, reflexes, and agile bodies
- love to run, climb, jump, swim
- skin is loose to help thwart being captured by predators
- communicate with others through smell, sounds, scratching- rubbing up against surfaces leaves a special scent behind denoting territory
- big cats are mostly loners, because there is not enough prey to go around in a big pack- lions are the exception to the rule and live in prides.
- big cats have their own territories to hunt, drink, and look out.
"
108,221,A1YPPL2PTVXO0W,2,prac_k2,Big cats have hair on their paws to protect there foot.  Gorillas climb trees to pick fruit.  Horses were tamed 6000 years ago before that they were wild.  There are 3 types of equin.  There are four types of apes.
109,218,A1C0H8G0Y115MN,2,prac_k2,"Cats occur on every continent except Australia and Antarctica.  They have two layers of hair, the outer layer is long and the under layer is shorter.  Their skin is flexible making it hard for predators to grab hold of it.  They have retractable claws.  Wild horses have existed for 6000 years and were approaching extinction until being bred by men.  They are zebras in the African area, donkeys is asia and wild horses elsewhere.  Great apes have 4 categories.  The chimpanzee is the closest to human in DNA.  The male great ape reaches weight of 400 lbs. and therefore is not a dweller in treetops."
110,217,A3CLCXBZORQ4BU,2,prac_k2,"Big cats all belong to the group felidae. They have thick guard fur and a soft inner layer of fur to keep them warm. Loose skin can help them avoid predators. They have retractable claws and sharp fangs. All are carnivorous. Lions live in groups called prides while all other big cats are solitary. They communicate through scent, body language, and audible calls such as roars. Big cats are native to all continents except Antarctica and Australia.

Wild horses are going extinct due to climate change. Zebras, wild horses, and asses live in different climates such as steppes, savannas and plains. All horses are members of the equid family. They are herbivores.

The Great Apes are made up of gorillas, chimpanzees, bonobos and orangutans. They have dexterous hands and feet with opposable thumbs. Their diets are omnivorous and bonobos have the only female dominated society, the others have male dominated group structures. Gorillas can grow to be 400 pounds making them unable to live in trees, although they can climb. The other species can live in treetops. "
111,226,A3774HPOUKYTX7,2,prac_k2,"I learned that cats are native to everywhere except Australia and Antarctica. They are hunters that have very agile bodies. There are 38 species. Their tails help it balance while running. 

The first apes lived on Earth 20 million years ago. They are very intelligent and are able to solve problems and used tools. There are four main groups of them.

Wild horses were once all around the world. They only became tamed recently in our history. There are three groups of them  and they are almost extinct. "
112,225,A2U7BMG19Q83GE,2,prac_k2,"Most animals are connected, in one way or another to animals found in todays world. It has been a source of adaption to the environments, changes due to evolution and just a gradual change. The interesting thing to me is that many of the historical animals have a connection to those present in todays world. That said, the need to protect these animals is today, more important than ever"
113,228,AX7VQSTZA8DQA,2,prac_k2,"1. Great Apes closely genetically related to humans.
2. Chimpanzees more genetically related to humans than gorillas. 
3. Wild horses were bred early by human, resulting in many breeds. 
4. Great cats are agile hunters.
5. Great Apes feet act as secondary hands."
114,224,A27N42X43L6EH1,2,prac_k2,"Big Cats:
-Retractable claws
-Tail to balance and a form of communication 
-Great at climbing, running, swimming

Wild Horse:
-Nearly extinct now
-Were trained by humans over 6000 years ago and roamed the earth

Great Apes:
-4 main groups of apes
-Chimpanzees are 99% same genes as humans... more closely related to humans than to gorillas

"
115,232,A3TYWTLNIKKD29,2,prac_k2,I learned a lot about big cats. I learned small details about their paws. Like the function of the pads. I also learned about the breading of horses.
116,223,AD3LAOSY40P9U,2,prac_k2,"Their are 38 species of big cats that are native to every continent except Australia and Antarctica. The cats have different layers of furs that help protect them from cold and heat, as well as, helping them feel their way around. They have retractable claws so they can run unimpeded. Their tail help them keep their balance, and their ears are round so they can pick up on sounds around them. They communicate with each other by sound, smells, and body language. Certain movements of the tail can convey they are either excited or agitated.

There are four species of apes; chimpanzees, gorillas, bonobos, and orangutans.  The chimpanzee is closest animal to human as we share 99% of our genes."
117,239,A3EOUZF47TQ0ND,2,prac_k2,"-Big cats are generally solitary animals, except for tigers.
-Wild horses are becoming extinct due to climate change.
-Horses were tamed by humans 6000 years ago. 
-Zebras, asses, and horses are all part of the same family.
-Zebras are from South Africa.
-Great apes are likely the smartest non-human species. 
-Chimpanzees are more similar to humans genetically than gorillas. 
-Chimpanzees live in groups of up to 100.
-Great apes have opposable fingers.
-Great apes communicate by sounds, but their vocal cords do not allow speech.
"
118,234,A29HUSCMP9TKWW,2,prac_k2,"Big cats - They come in all shapes and sizes and are found on every continent except Australia and Antarctica. They have retractable claws, are generally solitary (with the exception of lions), and are carnivores. They have different ways of communicating through urine and scent glands. 
Wild Horse - There are three distinct types of horses, and the horses that we are used to for husbandry purposes and farming are in the Equid family. They are in the same family as Zebras. Global warming is wreaking havoc on these animals and causing extinction events. 
Great Apes - These are the closest relatives to humans. Chimpanzees are the closes to us. Gorillas are the largest, and bonobos are are the smallest, who get no bigger than a 12 year old child. "
119,242,A1D8CKTVHAVZ7I,2,prac_k2,Big Cats typically do not live together except to mate. The females will raise the cubs alone. Exception is the lions. They have a concentration of scent in urine and around their face. Wild horses are going extinct due to climate change. Great apes are the closest in DNA to humans. Their feet look like their hands because they are adapted to climbing.
120,245,A27N42X43L6EH1,2,prac_k2,"Big Cats:
-range in size
-have tail for balance and showing their feelings
-are good at running, jumping, swimming and climbing
-have retractable claws
38 different species

Wild Horse:
-are nearly extinct due to climate change
-were trained by humans over 6000 years ago
-there are 3 main groups: horse, ass, zebra

Great Apes:
-4 main groups
-Chimpanzees have 99% of the same genes as humans... more closely related to humans than to gorillas
-are very intelligent
"
121,253,A42UZIPIKDFI5,2,prac_k2,Cats are native to all continents except Australia and Antarctica they are meat eaters wild horses become extinct due to climate 
122,252,AMBSLLFEZ63NX,2,prac_k2,live by themselves except for lions.  they live by themselves because if there is too many it  affects the eating patterns. they leave scents for various reasons.
123,255,A14D9PSNENZCDT,2,prac_k2,"big cats are able to communicate with their ears and tails with one another.  cats have many features including retractable nails, ears that can bend in all directions, bendy skin so that they cannot be easily grabbed.  wild horses almost became extinct due to climate change.   They started to be bred and now there are 6000 species of horses.
There are 4 great apes: gorillas, bonobos, orangutans, and chimpanzees.  Apes are very smart.  Male gorillas are twice as large as females.  orangutans often live alone but the mother will often live with their children.  "
124,249,A1BPV7X3HFU3S,2,prac_k2,"Big cats have two layers of skin. One layer is skin, and the other layer has hair on it. The outer hair helps in helping cats identify by feeling. Cats rub against you in order to leave their scent on you. A lion may roar  after it kills prey and has finished eating it.

Wild horses roamed our country for many years, but became extinct because of human need.

Great apes resembled man more than it resembled an animal."
125,264,A3EG94296X6Z83,2,prac_k2,"Wild horses have been around for 6000 years.  There are all in the family of equids.  Zebras exist in Africa, Horses in Asia, and Asses in the desert.  

There are four kinds of apes: Gorillas, Chimpanzees, Bonobos, and Orangutans.  Baby gorillas are half the size of human babies, but grow to be up to 440lbs.  Monkeys are the size of a 12-year old child.  

Big cats include leopards, jaguars, lions, and tigers.  They are meat eaters and have fine hair and sharp teeth.  They are agile."
126,265,A2A3QA1VCMLUSX,2,prac_k2,"Horses almost went extinct 6000 years ago
Chimpanzees are more like humans than to gorillas
Gorillas are too big to live in trees full time
Baby Gorillas are about the same size as a human baby
The siberian tiger is the largest cat"
127,266,ADTNOFJHTTB1L,2,prac_k2,"1. Chimpanzees have the close dna genes to humans, by 99%.
2. People use to tame horses back in the day.
3. Cats are designed to be agile, and they vary in different sizes.
"
128,263,A1SMTECZU2UDYD,2,prac_k2,"Cats belong to Felidae family and include tigers and lions. there are small and large Siamese cats. Cats are on all continents except Australia and a country which begins with A. Cats have ears that are round, so these can swivel to perceive sound. 
Horses are related to the asses and zebra. They were domesticated by women centuries ago.
Great Apes use language but they have no vocal cords, so they cannot form words. The bonobo female is much smaller than the male, but she is a social leader. Great apes hands look like their feet. They are excellent climbers, and are careful in trees because of their weight. "
129,272,ADVZAZ12Z8N9J,2,prac_k2,I learned that cats are a large species 
