tb8id,uid,sid,topID,quesID,quesAns
58,202,A3LRSX7ECYPSF4,1,k2,"- Bone grafts, being transplants, can be rejected by the recipient. Great care is taken to avoid contamination, and the bone material is carefully tested and prepped by specialists to minimize the spread of disease. 
- Bone grafts allow for the body to grow new bone around the graft.
- Blood donation can be performed in more than one way.
- It takes the human body about 24 hours to recover from donating a pint of blood (which is considered safe), but up to several months to restore its former red blood cell count.
- Blood donation helps millions of people who need transplants every year.
- During blood donation, special long needles are used to prevent red blood cells from sustaining damage caused by ""shearing"".
- Corneal transplants are performed under a microscope with a sharp, cookie-cutter-like instrument that is extremely precise and can remove one layer at a time.
- The cornea does not have a blood supply, but sustains itself by drawing oxygen out of tears.
- Corneal transplants are either sutured into place with very fine nylon thread that is left in the eye for months or weeks (or permanently), or slipped into place as the innermost layer of the cornea via use of an air bubble (although this is a rather new technique)."
59,203,A17I88FWG7XU6A,1,k2,"Bone graft is a transplant of bone tissue. 
Used to repair diseased bones. 
allograft is bone or tissue transplanted from one person to another person. 
Blood donation occurs when one person gives donates blood that is used for blood transfusions or other blood products. 
Corneal transplants is a procedure where a part of your cornea is replaced by tissue from another donor. It can help with vision, and it can reduce the feeling of pain. "
60,192,A14CX1IUDSVFLL,1,k2,Most of corneas used in transplants procedure from deceased donors that is really amazing idea which I feel every one must think and do to live among even after death. In bone grafting there is also possibility and risk of transplant rejection.Blood donation been most familiar way which one can opt to save life of other who is in need.  
61,206,A23S3TBFRILU5H,1,k2,"Corneal transplants involve transplants around the surface of the eyes. The transplants come from deceased organ donors. The procedure is done outpatient under a microscope. A bone graft involves bone tissue. Allograt bone tissue comes from deceased and autograft comes from the patient in another part of the body. There are frozen bone banks and people have bone grafts to rebuild diseased bones, tendons, and cartilage. Blood donations are very common is they often come straight from the vein; however there are machines that can separate blood for specific components such as plasma. Millions of people need blood and it is okay for most healthy people to donate up to a pint. There are many factors that need to be considered in blood donation which include screening out infectious blood, determining proper blood type, and safe use in emergencies such as using type O blood because it is safe."
62,207,A30QRYULPVYZQV_2,1,k2,"Millions of people need blood or bone grafts every year due to injury or illness.  

Donating blood is very common and simple.

Bone grafts allow the person who received the donation to grow healthy bone tissue.  

A person can donate either whole blood or blood components.

A healthy adult can donate a pint of blood at a time.

It takes 24 hours for the body to replace the fluids lost in a donation and several weeks to replace the red blood cells."
63,212,test1,1,k2,"Here I type myself
lease type the ideas you learned from Donation and Medical Transplants 
as many as you can. 
(Any information about Bone Graft, Blood Donation, Corneal Transplants.)"
64,214,test3,1,k2,bone grafts blood donation autografts
65,221,A1YPPL2PTVXO0W,1,k2,"Corneal transplants can be the entire cornea or different layers.  
The waiting list for cornea transplants is much shorter than for other organs.
Cornea difficulties are painful and cause difficulty with vision.
Many people donate corneas, much more so than other organs.
Blood donation for red blood cells can be completed every 4 months.
A machine is used for plasma and red blood cell collection.  
Each time of blood donation has a different length of time that it is able to be used for.
People donate a pint of blood at a time. 
Doctors prefer to use the same blood for the treatment when possible.
Bone grafts are done for a number of reasons.  
Spinal fusions are done when needed and nicotine affects this a lot.
"
66,232,A3TYWTLNIKKD29,1,k2,I learned a lot about blood donation. I learned about the steps that are taken. I also learned how many people are benefited by blood transfusions and organ transplants. 
67,225,A2U7BMG19Q83GE,1,k2,"All these procedures are not only difficult and complicated, but are very ethically difficult. Rather than being straightforward these procedures rely on donated materials, a match with the donor/recipient and generally are very hard to manage. These procedures offer great promise however are very hard to control all of the variables. "
68,217,A3CLCXBZORQ4BU,1,k2,"Bone grafts are the transplanting of bone tissue. Grafts provide a framework for the body to regrow new bone after an accident or illness. Transplanted bone can be taken from another living person or a donor who has died. Donated bone can be contaminated with diseases while bone made from collagen or ceramics will be disease free. The drawback of synthetic bone is that it is either less strong than real bone or does not provide the same nutrients and proteins that real bone provides to facilitate bone regrowth. Smoking is terrible for the chances of a successful bone graft.

Blood donation is a procedure whereby a donor agrees to have their blood withdrawn through a large bore needle and collected by medical staff to be used when people need transfusions. Whole blood donation is the simplest process whereby blood is simply taken from a person in its entirety. Blood can also be withdrawn then separated into platelets, plasma, red blood cells and white blood cells. Any combination of these can be kept for transfusion or returned into the donor. In the process of autologous donation, people have their own blood collected prior to a surgery where they know they will need a blood transfusion which lessens the risk of disease or blood type incompatibility.

Corneal transplants replace all or part of the cornea which is the focal lens of the eye. The process is called a keratoplasty. The cornea is made up of three layers, the stroma, epithelium and endothelium. When the whole cornea is replaced the procedure is a penetrating transplant while if only some of the layers are replaced it is a lamellar transplant. There are many donors of corneas so the waiting time for patients is generally much shorter than the waiting time for a kidney or a liver. Corneal transplants can help patients by restoring vision, or improving the appearance of a damaged cornea."
69,216,AOQ5KGJJBHHMU,1,k2,"Bone Grafts:
- used to rebuild bone, cartilege, or tendons
- most often done in knees, hips, and spine
- can help with fractures by enhancing the quality and density of existing bone, as well as reducing pain and suffering from bone illnesses like cancer
- the graft provides a framework for new bone to grow
- autografts=the patient is their own donor, allograph=donor from a stranger, usually deceased
- can also use manmade bone substitute
- risks involve pain at the graft site, and also possible rejection

Blood Donation:
- donations are needed for millions of people per year
- there are different kinds of donations: whole blood donations, which take about 1 hour, and apheresis (taking blood and collecting certain parts), which takes about 2 hours
- most adults can donate 1 pint at a time and be OK, fluids will return in 24 hours and red blood cells will replenish in several weeks
- the practice of using only certain blood components is called blood component therapy
- blood component therapy can involve the removal of red blood cells, white blood cells, platelets, or plasma
- double red cell blood donation involves taking twice the amount of red blood cells from the donor in one sitting, but returning the rest of the blood products to the donor through a second needle. These donors are also given saline to help replenish fluids.
- double red blood cell donors must fall under more specific criteria, like higher levels of hemoglobin, along with height and weight requirements
- platelets are collected and donated to patients who are susceptible to spontaneous bleeding
- donors must not take aspirin for 48 hours before donation
- donors can donate 1/4 pint at a time
- platelet donation involves apheresis, platelets are collected and the remaining products are returned to the donor
- the process takes 2 hours, and platelets can be stored for 5 days
- platelets collected from 1 donor can provide 1-3 treatment units for patients with cancer or weakened immune systems
- plasma is also collected through apheresis
- plasma is 92% water and makes up 55% of blood volume, it helps to maintain blood pressure
- plasma can be collected from donors once a month during a 75 minute process
- if frozen, plasma will store for a year
- AB donors are universal donors
"
70,229,A1PO6P10SESOQ9,1,k2,n/a
71,239,A3EOUZF47TQ0ND,1,k2,"Blood Donation
-Blood donation is relatively common and millions of people receive blood transfusions a year.
-The blood is generally collected in a flexible soft bag.
-The blood is collected using a large needle to prevent damage to the red blood cells.
-The site of the blood donation is cleaned well prior to the donation.
-Donors can usually recover the fluid donated within 24 hours and the red blood cells in about 3 weeks.
-Blood can be either taken as whole blood or just the portion that is needed.

Bone Graft
-A bone graft can come from another donor, the person receiving the transplant, or artificial bone.
-People must take antibiotics following the donation, but they can stop if they get a rash.
-A spinal fusion forms a bridge between vertebrae to stabilize the spine.
-Smokers have decreased success rates. Non-smokers have a 14% nonunion rate.
-NSAIDS and chemotherapy decrease transplant acceptance, so if possible, use should be discontinued.
-Good nutrition is important during the process.
-Graphs can range in size, from very small to up to a foot long. 

Corneal Transplants
-There are 3 layers to the cornea: endothelial, stroma, and something else.
-The transplant can be done on all three layers, or only a single layer.
-Nylon sutures are used to hold the transplant in place, or in some cases, an air bubble can be used. The sutures are left in for 3 months to a year to permanently.
-Transplant is usually an outpatient procedure, where patients enter the hospital and leave on the same day.
-Local or general anesthesia can be used. 
-The eyes are not very vasculated, so oxygen from the tears is used. This results in slow healing.
-Some people only choose to donate their cornea (and not other organs), so there are a proportionally high percentage of cornea transplants."
72,223,AD3LAOSY40P9U,1,k2,"     Blood donations are necessary because of surgery or disease. There are four blood types - A, B, AB, and O. The O blood type is the universal donor and the AB blood type is the universal receiver. People with A blood type are mostly from Europe. Likewise, people with B blood type are mostly from Asia. It is important to match blood types when doing blood transfusions from donor to receiver. A blood type mismatch can result in immune system reaction, which can be fatal to the receiver. Common reactions include blood in urine, low blood pressure, and even kidney failure. The O blood type is used in emergencies where their is no type to test for blood type. Blood banks serve other functions besides collections; they screen for infectious diseases such as HIV to ensure the blood supply does not become contaminated. Blood banks also, preserve blood for later use by adding anti-coagulants so that the blood does not clot before it can be used. This allows the blood to be stored for months or even years. 
     Cornea transplants are fairly common and the procedure is typically an outpatient surgery. The patient is admitted to the hospital and usually leave within a few hours. There are two types of procedures which involve replacing the entire cornea or partial. The cornea is made up of the epithelia, endothelium, and stroma. Unlike organ transplants, cornea transplants are easier because of the availability of donated corneas. "
73,240,A31Y2UA2LPDSWZ,1,k2,"Bone grafts can be either allografts, if the bone tissue comes from a donor, or autografts, if the patient is the origin of the tissue. Synthetic bone tissue is also available now. Bone grafts can replace lost bone due to cancer or other conditions and can relieve pain. Complications can be serious, including rejection of the new tissue.
Blood donation can include all four components of blood--red blood cells, white blood cells, plasma, or platelets. Red blood cells carry iron and oxygen. White cells are responsible for fighting disease and infection. Platelets aid in clotting. Plasma also aids in clotting, immunity, and hydration (which keeps blood pressure at desirable levels). Whole blood can be donated in a quick process that lasts about ten minutes. An adult can donate about a pint of whole blood. By a process called apheresis whole blood can be separated into its constituents and the uncollected portions returned to the body. Some constituents can be frozen and stored for long periods. Some are perishable.
Corneal transplants come from a donor. More and more people are electing to become corneal donors after death. Synthetic corneas are also available now, made from acrylics or other compounds. The cornea is in three layers, the epithelium on the outside, the endothelium on the interior, and the stroma in between. Corneal transplants come with risks, including infection. The cornea can suffer from several conditions which may indicate corneal transplant. One is a malformation of the cornea which seems to be hereditary and leaves the cornea in a more cone-like shape than the usual dome. Keratitis can also affect vision and may require transplant. Fuchs dystrophy leads to the death of cells in the cornea and leads to loss of vision. Herpes simplex, especially Type I, can affect vision, leading to blisters and pain that require corneal transplant."
74,241,A2VYAG70VOWXZZ,1,k2,"Blood Donation:

Blood is collected with a large needle to reduce risk of damaging delicate red blood cells.
Plastic bags have practical reasons for being used is blood donation.
Bone Grafts:

Bone grafts can be used to treat spinal problems.
The femur is a common site of source material for grafts.
Most bone material for grafts is prepared from donors that have died and is sanitized before use.

Corneal transplants are a delicate procedure but usually heal quickly and can be quite effective. The corneal transplant is an alternative to other, more traditional forms of vision correction such as glasses or contact lenses. Corneal removal is called a Keratonomy(sp?)"
75,231,A1GG4X5KNX9V24,1,k2,"Bone Graft) Bone grafts from your body are called an autograft. Having bone or tissue from another person is called an allograft. All bone and tissue collected for donation goes through extensive testing to ensure it is disease free. Most common places for taking a graft are knees, spine, and hips. A surgeon must cut into the bone to complete a graft and this procedure can produce long term pain due for many reasons including severed nerves. Risk of infection or rejection is high and medications are given. People who have a bone graft are suffering from illness like Leukemia or various cancers. Bone/tissue grafting can be done to replace diseased parts or give aid to existing bone and tissue. Most donated bone and tissue come from the deceased who have had their bodies donated for medical purposes. All donors are extensively tested for any existing diseases.

Blood Donation) Blood donation is done to provide extra blood to those who have suffered an accident or illness. All donors are tested for diseases prior to donating blood. Anyone who has had surgery, been pregnant, or gotten a tattoo cannot donate for at least one year. The chances of contracting HIV through blood donation are now lower than the chances of getting hit by lightening. Newborn babies suffering from severe Jaundice (an excess of Bilirubin in their system) may need a blood transfusion to flush out their systems because their organs cannot adequately process the extra bilirubin. This procedure is done if light therapy has not been successful. There are many blood types both positive and negative but blood type O is most wanted for donation because it can normally be given to a person of any blood type without reaction. When some people donate they are hooked up to special machines that separate the white blood cells or platelets from their blood for donation. 

Corneal Transplants) The eye has 3 layers called the epthilium, stroma, and endothilium. When someone has a diseased cornea they get a transplant from a donor. Usually the donor is dead and has gone through extensive testing for disease. Having a corneal transplant is an outpatient procedure. The diseased layers are cut with an instrument like a cookie cutter and new layers are sewn on using nylon thread. A microscope is used for the surgery. Because the cornea as no blood vessels it takes a very long time for it to heal. It can take up to a full year before a person can have the full benefits of the surgery. Sometimes the nylon threads are never removed. This surgery is called kerotplasty. "
76,242,A1D8CKTVHAVZ7I,1,k2,"Bone grafts are transplant of bone tissue
bone grafts can be used to repair bone, tendons, or cartilage
Bone grafts provide a place for bone to grow
Allografts are bone tissue  from another person
this usually comes from someone who died
autografts are bone tissue from the same person getting the tissue
autograft downside is that you have two surgical sites
there is the harvesting site and the site where it is going
allograft downside is that there is a greater chance of rejection
allgraft donors are usually young people. people with who have had cancer cannot donate
blood donation is where someone has blood drawn from a vein
you can donate whole blood or blood components
you can donate a pint of whole blood and the body replaces the fluid in 24 hours
corneal transplant is surgery to replace your cornea
the surgery is called keratoplasty
there are three layers to the cornea
surgery could replace all the layers or just the outer most layer
the cornea has no blood vessals
there is a synthetic cornea that has been developed
the synthetic cornea has a 1 in 5 chance of rejection
people having cataract surgery can have complications that damage the cornea and then they require cornea transplants
There is a disease where the inner layer of the cornea slowly dies off. 
This disease can be detected by an ophthalmologist
"
77,252,AMBSLLFEZ63NX,1,k2,"autograft - where the bone graft is from someone else
bone graft can be from your self as well
"
